0.9,-0.4,34.783
0.83797,-0.30163,63.396
0.79959,-0.20463,72.774
0.78093,-0.10792,74.388
0.77719,-0.0098337,70.364
0.78262,0.091863,61.878
0.7906,0.2,49.737
0.79359,0.31798,34.107
0.78317,0.44979,13.27
0.75,0.6,-0
